lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
0,1,85.86,8,1,4,1,1,0,0,1
3,0,110.0,9,19,0,3,1,0,3,1
11,1,85.0,11,17,4,1,0,3,0,1
83,0,79.56,7,25,4,4,1,0,0,1
3,1,146.0,8,14,4,2,2,0,0,1
40,0,75.0,10,28,3,3,0,0,3,1
72,0,115.5,4,24,4,1,2,0,0,0
10,1,136.0,12,28,4,3,1,0,3,1
8,0,62.57,11,21,3,5,2,0,3,1
185,1,94.5,7,23,4,1,1,3,0,0
88,1,79.2,12,15,4,3,0,3,0,1
125,0,116.1,6,9,4,1,0,3,0,1
244,0,85.85,10,30,4,3,2,0,0,0
7,4,74.8,12,29,4,1,0,3,0,1
11,1,155.0,8,25,4,1,0,0,3,1
1,1,68.76,11,27,4,1,2,0,0,1
5,0,58.0,12,9,3,3,0,0,0,1
335,1,90.0,10,13,3,3,1,0,0,1
141,1,103.5,7,14,4,3,0,3,0,1
0,0,65.0,10,7,2,1,0,0,0,1
7,0,133.0,3,2,4,3,0,0,3,0
81,1,143.1,8,13,4,3,2,0,0,1
176,3,169.88,10,24,4,3,1,0,5,1
37,1,109.0,10,27,4,2,0,3,0,1
146,2,127.8,7,8,4,1,0,0,3,1
102,1,109.8,12,9,4,2,0,0,0,0
7,1,134.0,4,16,4,1,1,0,0,1
43,0,66.43,2,23,4,5,0,0,1,0
12,2,90.0,8,27,4,3,2,0,0,1
38,0,127.39,5,13,4,2,1,0,1,1
116,0,96.56,8,6,3,1,2,0,3,0
21,0,117.0,10,5,4,2,1,0,0,1
92,1,90.0,1,16,4,1,1,0,0,1
175,0,76.5,8,5,4,1,0,0,0,0
1,0,100.0,1,27,4,1,0,0,0,1
133,0,113.05,5,14,4,2,2,0,3,1
24,0,91.0,2,11,4,3,1,0,0,0
7,1,174.0,8,12,4,2,2,0,0,1
13,0,96.6,3,7,4,4,1,0,0,1
38,0,73.1,3,4,3,2,0,0,1,1
146,3,116.23,8,20,4,5,2,0,3,1
81,0,95.0,9,5,3,4,1,0,0,0
359,0,95.0,9,16,4,2,2,0,0,0
78,2,151.2,10,7,4,2,1,0,3,1
23,0,128.49,5,21,4,4,2,0,1,0
118,1,137.7,7,20,4,1,0,0,3,1
6,0,85.0,5,9,3,2,1,3,0,1
166,1,105.28,5,19,4,5,2,0,0,0
34,0,99.3,4,17,4,1,2,0,0,0
105,0,75.0,10,12,3,3,0,0,0,0
46,2,106.2,11,3,4,3,0,0,3,1
60,0,120.6,7,11,4,4,1,0,3,0
58,0,94.5,7,18,4,2,1,3,0,0
183,2,80.1,10,26,4,4,0,3,0,0
28,0,175.4,6,27,4,3,1,0,3,0
9,0,150.07,11,26,4,1,2,0,5,1
160,1,96.9,7,5,3,1,0,0,0,1
125,1,117.0,8,21,4,3,2,0,3,1
49,1,65.49,3,10,4,3,1,0,3,1
40,1,57.6,11,20,4,2,2,3,0,1
127,2,108.0,10,3,4,5,2,3,0,1
255,1,84.43,10,12,4,4,0,3,0,0
6,1,166.0,8,5,4,2,0,0,3,1
30,0,85.5,3,30,3,2,0,0,0,1
3,0,58.0,12,3,3,3,2,0,0,1
303,1,159.23,12,27,4,5,1,1,3,0
55,1,134.1,9,12,4,0,1,3,0,0
29,0,151.0,8,20,4,1,0,0,0,1
214,1,90.9,8,11,4,3,0,0,0,0
94,1,79.2,12,23,4,1,0,3,0,1
86,0,85.5,4,14,4,3,0,3,0,0
31,2,88.0,11,19,4,1,0,3,0,1
12,1,108.0,2,27,4,1,0,0,3,1
162,1,70.0,9,17,3,3,0,0,0,1
15,1,38.67,12,5,3,1,2,0,0,1
107,1,80.75,5,29,4,1,2,0,0,0
22,0,75.0,10,20,3,3,0,0,3,1
53,2,140.4,6,2,4,3,0,0,3,1
25,2,186.0,4,30,4,1,0,0,3,1
1,1,0.0,10,13,1,1,0,0,0,1
61,0,55.96,7,11,4,1,2,0,0,1
9,1,139.0,7,6,4,1,0,0,0,1
37,0,89.3,2,11,4,3,0,0,0,1
163,1,72.25,8,21,3,6,4,1,0,1
173,0,80.75,7,8,4,5,2,3,0,0
86,0,174.0,12,8,4,3,0,0,5,0
0,0,65.0,1,4,2,0,1,0,0,1
41,1,83.9,3,10,4,3,0,0,0,1
102,1,119.0,12,2,4,2,2,0,3,0
21,1,187.0,7,27,4,2,0,0,3,1
230,1,95.75,7,26,4,3,0,0,1,0
10,1,93.0,2,9,4,3,0,0,0,0
3,0,65.0,10,19,2,0,1,0,0,1
11,1,66.99,12,13,4,0,2,0,0,1
25,2,142.45,6,13,4,2,1,0,3,1
2,0,0.0,3,14,4,0,0,0,0,1
263,0,72.08,8,13,3,1,2,0,0,0
147,0,128.76,10,8,3,2,2,1,0,1
42,0,85.0,7,19,3,3,0,0,0,1
0,0,129.0,6,20,4,0,1,3,0,1
137,0,198.0,8,8,4,3,1,1,3,0
9,1,160.0,10,4,4,2,0,0,0,1
1,2,98.0,8,23,4,0,2,0,0,1
108,0,65.96,3,13,4,2,2,0,0,1
40,1,95.48,10,3,4,4,1,0,3,1
120,0,140.7,7,28,4,3,0,0,3,1
127,3,90.0,11,2,4,4,1,0,0,1
239,0,128.7,10,28,4,2,0,0,0,0
22,2,159.0,9,24,4,4,2,0,3,1
40,1,106.0,12,16,4,2,0,0,0,1
143,1,137.7,7,4,4,2,1,0,3,0
31,0,71.0,2,4,2,2,0,0,0,0
14,1,118.0,2,24,3,3,0,0,0,1
34,2,108.0,10,2,4,1,2,3,0,1
26,1,119.85,6,17,4,1,0,0,0,1
30,2,94.5,10,7,4,3,0,0,0,1
1,0,65.0,12,27,2,1,2,0,0,1
9,2,190.5,9,24,4,3,1,0,0,1
11,1,62.37,12,13,4,1,2,0,0,1
0,0,79.0,11,29,2,1,0,0,0,1
70,0,126.9,6,9,4,3,0,0,0,1
59,2,72.25,10,29,4,3,0,0,0,1
37,0,85.5,9,25,3,0,1,0,0,1
110,2,190.8,10,14,4,2,0,0,5,1
211,0,72.76,10,21,4,2,2,0,0,0
27,1,143.3,11,6,4,3,2,0,0,1
21,0,83.2,10,25,4,3,0,3,0,0
119,0,166.5,10,22,4,1,1,1,3,0
61,2,126.9,5,13,4,2,1,0,0,1
21,0,85.0,10,25,3,3,0,3,0,1
4,1,94.0,11,8,2,2,0,0,3,1
40,2,149.4,8,13,4,2,2,0,3,1
120,1,127.8,8,9,4,5,0,0,3,1
15,1,139.0,9,20,4,1,0,0,0,1
104,0,111.78,5,4,4,4,0,0,0,0
81,1,190.8,10,10,4,3,1,0,5,1
168,0,90.95,7,7,4,4,2,0,0,0
23,1,139.0,9,16,4,1,0,3,0,1
138,0,102.25,7,5,3,5,1,1,0,1
48,1,89.3,2,23,4,2,0,0,0,1
121,0,91.48,7,27,4,2,0,0,3,0
21,2,145.0,9,15,4,3,2,0,0,1
87,1,105.3,3,24,4,3,0,0,0,0
84,2,114.34,5,13,4,2,1,3,0,1
1,0,180.0,9,26,4,1,0,0,0,1
3,0,162.67,7,10,4,1,2,0,3,0
14,0,153.03,10,4,4,5,2,1,0,1
43,0,168.3,7,14,4,1,0,0,3,0
320,0,90.0,8,18,3,2,0,1,0,0
208,0,83.85,10,3,4,0,1,0,0,0
66,0,122.72,6,26,4,3,2,0,3,1
110,1,109.65,6,17,4,2,2,3,0,1
7,0,103.0,3,11,4,4,2,0,0,0
25,2,111.4,4,15,4,3,2,0,0,1
141,2,132.6,10,24,4,2,1,0,3,1
0,1,164.0,9,23,4,2,0,0,0,1
41,0,169.2,11,7,4,2,1,0,0,1
23,1,105.0,10,18,3,2,2,0,3,1
8,0,64.0,2,16,3,3,0,0,0,1
23,1,118.0,9,6,4,2,0,0,0,1
82,2,72.25,11,2,4,2,1,0,0,1
112,0,58.9,3,21,4,2,1,3,1,1
9,0,70.0,12,27,3,5,2,0,0,1
4,0,198.0,2,6,4,1,2,1,5,1
155,1,118.8,8,18,4,1,0,0,3,0
73,1,87.3,4,3,4,1,2,0,0,1
19,0,87.2,9,11,4,0,2,0,0,1
183,0,110.0,9,8,3,3,0,0,0,0
0,1,106.25,12,27,4,1,0,1,0,1
172,0,72.25,7,26,3,5,1,0,0,1
72,0,109.65,5,29,4,2,2,3,0,0
4,1,110.53,2,25,4,11,4,0,3,0
5,0,62.0,12,9,3,2,0,0,0,1
48,0,98.18,3,15,4,5,1,0,3,0
19,0,6.0,11,7,4,1,1,0,3,1
49,1,81.9,3,15,4,2,0,0,0,1
48,0,74.0,2,7,3,1,2,0,0,1
163,1,72.25,8,15,3,5,2,0,0,1
55,0,0.0,4,6,4,1,0,1,0,1
16,1,111.0,5,29,4,0,1,0,0,1
207,0,183.0,12,30,3,2,1,1,0,1
8,0,55.0,3,1,3,3,0,0,0,1
5,0,94.0,12,7,4,1,0,0,0,1
77,2,118.8,7,26,4,4,0,0,3,1
257,0,73.95,12,17,4,5,2,0,0,0
34,1,122.45,10,2,4,0,2,0,3,1
98,0,52.7,12,29,3,3,0,0,0,1
156,0,81.25,8,7,3,2,2,0,0,1
58,1,116.1,6,10,4,1,0,3,0,1
59,0,113.41,4,12,4,5,2,0,3,1
56,0,63.75,3,12,4,2,2,0,0,0
47,2,161.1,7,17,4,3,2,0,3,1
40,1,149.4,9,27,4,2,0,0,3,0
0,1,84.7,10,25,4,1,0,3,0,0
91,0,80.0,9,30,4,2,1,0,0,0
37,1,146.7,7,2,4,2,2,0,0,1
67,1,94.5,7,23,4,1,1,3,0,1
52,0,139.5,10,10,4,9,3,0,3,0
44,0,108.0,10,5,4,1,0,3,0,1
0,1,63.2,2,12,4,2,1,3,0,1
3,1,65.0,11,13,2,1,2,0,0,1
78,0,80.75,10,18,3,3,0,0,0,1
66,0,99.9,4,4,4,1,1,0,0,1
5,0,125.0,5,15,3,1,2,1,0,1
103,3,130.5,7,9,4,1,2,0,0,1
80,0,73.95,3,15,4,4,0,0,0,0
144,2,91.26,10,23,4,3,2,3,0,1
25,0,91.0,2,13,4,1,0,0,0,0
20,0,68.53,9,11,4,0,1,3,0,0
103,2,79.2,12,9,4,2,0,3,0,1
14,0,209.0,9,13,4,1,0,0,4,0
1,0,208.0,12,29,4,1,0,0,5,1
70,0,94.5,4,23,4,1,1,3,0,0
60,1,140.4,6,1,4,3,0,0,3,1
12,1,90.0,6,8,3,2,0,0,0,1
92,0,81.95,6,20,4,3,1,3,0,1
232,2,167.95,8,22,4,4,1,0,5,0
3,1,131.0,4,25,4,2,1,0,0,1
59,1,94.5,7,24,4,2,2,3,0,1
176,2,159.3,9,1,4,1,0,0,3,0
79,1,90.95,4,13,4,4,0,0,0,1
2,1,119.0,3,22,4,1,0,0,0,1
69,0,107.19,8,31,4,3,0,3,0,0
116,1,76.92,9,18,4,2,1,1,0,0
19,1,65.1,9,11,4,0,2,3,0,0
5,0,110.0,10,11,0,2,0,0,3,1
66,1,105.33,11,12,4,1,2,0,0,0
69,0,140.4,4,30,4,1,1,0,3,0
1,0,65.0,3,1,2,1,0,0,0,1
50,1,162.4,10,30,4,3,2,1,3,0
40,0,112.95,3,23,4,4,0,0,0,0
109,1,94.5,7,27,4,1,0,3,0,0
3,4,155.68,9,20,4,3,0,0,1,1
217,2,65.11,12,5,4,7,3,3,0,1
122,1,114.3,8,6,4,2,2,0,0,0
0,0,112.0,10,20,2,1,0,0,0,1
115,0,58.0,3,28,3,3,1,0,0,1
41,2,161.1,7,19,4,2,0,1,0,1
39,0,71.1,3,3,4,3,1,3,0,0
119,1,88.73,8,13,4,2,2,0,0,1
118,1,90.95,4,10,4,3,2,0,0,1
58,1,92.75,10,10,4,1,2,0,0,1
92,0,96.3,4,19,4,2,0,0,0,0
29,1,279.2,9,28,4,4,1,0,6,0
8,1,91.0,2,5,4,2,0,0,0,0
1,0,98.1,9,30,3,2,0,0,0,1
24,0,206.0,12,30,4,1,0,0,5,1
6,2,116.0,12,18,4,1,2,0,0,1
9,0,73.92,3,30,4,1,0,0,0,1
90,0,46.66,7,20,4,1,1,3,0,1
49,0,86.28,3,29,4,4,0,0,4,0
12,1,81.62,5,29,4,0,2,0,0,1
175,0,115.6,12,7,4,4,0,0,3,1
122,1,89.25,10,25,4,2,2,0,0,1
21,2,59.75,2,3,4,3,0,3,0,1
148,3,130.05,7,15,4,2,2,0,3,1
5,0,113.0,8,17,4,1,0,3,0,1
73,2,79.2,11,27,4,2,1,0,0,1
110,1,149.4,9,21,4,4,1,0,3,0
147,0,137.7,8,22,4,2,1,0,3,0
142,1,125.33,5,9,4,2,1,0,0,1
157,2,217.6,8,19,4,3,2,1,5,0
157,0,133.6,10,7,3,1,0,0,3,0
0,0,40.0,9,28,2,0,1,0,0,1
41,1,131.4,5,28,4,1,1,0,3,1
3,0,69.84,1,15,4,3,2,0,0,1
0,0,0.0,7,19,1,1,0,0,0,1
167,0,119.85,9,3,4,5,2,0,0,0
177,0,105.3,7,30,4,1,0,0,0,0
59,1,119.4,6,26,4,1,2,0,3,1
71,2,79.2,11,25,4,2,0,3,0,1
0,1,109.0,7,29,4,1,0,3,0,1
133,0,99.9,5,17,4,3,0,0,0,1
12,0,58.0,12,19,3,2,2,0,0,1
28,1,80.85,4,12,4,1,0,3,0,1
57,0,127.8,11,21,4,2,1,1,0,0
200,0,90.0,10,23,3,0,2,1,0,1
259,1,73.95,12,7,4,4,0,0,0,1
83,2,137.7,7,23,4,1,0,0,3,1
1,0,71.0,2,25,4,3,0,0,1,1
3,0,80.8,2,25,4,3,0,0,0,1
4,2,176.0,7,27,4,4,0,0,3,1
16,2,109.0,2,17,4,4,0,0,0,1
5,0,134.1,9,6,4,1,0,3,0,0
156,1,158.95,8,28,4,2,2,0,5,0
93,1,68.0,12,10,3,1,1,0,0,1
247,1,111.0,6,6,3,1,1,1,0,0
13,1,109.5,10,26,3,1,0,0,0,1
89,0,116.1,8,29,4,1,1,3,0,1
174,2,115.8,7,21,4,3,0,0,3,0
92,1,76.5,7,4,4,1,2,0,0,0
16,0,105.0,9,2,4,3,0,0,0,1
30,1,144.8,10,4,4,4,0,0,3,1
21,1,88.0,11,28,4,0,1,3,0,0
87,0,118.35,10,23,4,2,2,0,3,0
62,0,118.8,4,16,4,1,2,0,3,0
105,0,138.55,7,2,4,2,2,0,3,0
78,1,149.4,9,1,4,3,0,0,3,1
35,1,248.49,9,18,4,0,2,0,1,1
43,0,153.9,3,1,4,1,0,0,5,0
8,1,181.0,4,11,4,0,1,0,5,1
23,1,108.57,5,2,4,2,1,0,0,1
79,1,76.5,7,2,4,3,0,0,0,0
33,0,74.25,12,10,4,3,1,3,0,1
4,0,95.0,6,24,3,2,0,0,0,1
22,1,139.0,9,26,4,1,1,0,0,1
35,2,109.0,10,27,4,3,0,3,0,1
60,0,82.95,3,6,4,5,2,0,0,0
133,1,100.3,12,6,4,4,0,0,0,0
41,0,75.0,11,2,3,3,0,0,0,1
106,2,135.9,9,20,4,5,1,0,0,0
58,0,121.56,9,10,4,3,2,0,0,1
9,0,95.0,10,20,2,1,0,0,0,1
64,1,105.3,4,11,4,2,1,0,0,1
1,0,169.33,10,9,4,2,1,0,0,1
4,0,90.33,12,25,4,2,1,0,0,1
42,0,60.0,11,4,3,3,0,0,3,1
80,0,95.24,4,28,4,3,0,0,3,1
37,1,83.9,3,7,4,3,1,0,0,1
2,0,92.0,3,16,3,1,0,3,0,1
13,2,160.0,10,15,4,1,2,0,0,1
13,0,89.39,12,3,4,4,2,0,0,1
82,0,96.3,6,27,4,0,1,0,0,0
109,1,113.26,7,11,4,5,3,0,3,1
25,1,109.4,4,17,4,3,2,0,0,1
79,0,126.9,5,2,4,2,1,0,0,1
170,1,95.2,7,18,4,3,1,0,0,0
6,1,149.0,9,17,4,1,1,3,0,1
20,2,107.0,10,7,4,2,0,0,0,1
40,0,85.5,8,31,3,4,0,0,0,1
60,0,68.0,12,27,3,3,2,0,0,1
39,2,90.9,11,27,4,2,0,0,0,1
47,0,168.3,7,24,4,1,2,0,3,1
2,1,138.67,9,12,4,1,2,0,0,1
10,0,119.5,5,18,4,2,0,0,1,0
126,0,72.25,8,3,3,3,0,0,0,0
60,1,137.7,7,15,4,1,0,0,3,0
120,0,95.2,4,23,4,1,1,0,0,1
180,1,126.9,9,3,4,1,2,0,0,0
35,0,75.0,10,26,3,3,1,0,3,1
66,0,88.2,4,2,4,1,1,0,0,0
2,1,79.0,2,13,4,1,0,3,0,0
206,4,102.85,10,4,4,4,0,0,0,1
215,0,67.26,11,30,4,4,0,0,1,0
61,0,92.28,5,11,4,4,0,0,0,0
144,0,92.55,5,25,4,4,1,0,3,0
147,1,84.58,7,22,3,2,1,0,0,1
1,0,65.0,8,28,2,1,0,0,0,1
33,2,95.0,10,17,4,4,2,0,1,1
35,1,83.9,3,3,4,3,2,0,0,1
133,2,105.3,7,12,4,3,0,0,0,1
138,0,109.25,7,16,4,3,2,0,0,1
23,1,75.0,10,21,3,3,0,0,3,1
6,0,65.0,11,24,2,1,0,0,0,1
2,0,67.66,1,3,4,0,2,0,0,1
8,0,80.0,2,19,2,1,0,0,0,1
10,0,71.1,2,19,3,1,0,0,0,1
47,1,65.0,11,11,2,2,0,0,0,1
26,0,171.0,2,8,4,1,1,0,5,0
9,2,176.42,8,25,4,3,2,1,3,1
9,2,130.17,9,12,4,4,2,0,0,1
87,0,90.0,12,17,3,1,2,0,0,1
2,0,125.0,9,1,2,1,0,0,4,1
3,1,65.0,7,11,2,1,1,0,0,1
136,1,106.2,3,25,4,2,1,0,0,0
73,0,80.75,4,2,3,2,2,0,0,1
214,1,90.95,10,20,4,5,2,0,0,1
143,0,140.7,8,18,4,3,0,0,3,0
76,2,88.4,12,7,4,4,0,0,0,1
210,2,96.3,7,31,4,0,2,0,0,0
125,0,99.9,7,29,4,1,0,0,0,1
158,3,89.25,7,25,4,3,1,3,0,1
0,0,115.0,7,31,4,0,1,0,3,1
26,1,60.0,1,27,4,4,1,3,0,1
280,2,94.5,12,6,4,3,0,0,0,0
34,0,96.0,12,24,4,1,1,0,0,0
0,0,114.0,8,10,4,3,1,0,0,1
22,0,115.0,10,5,3,2,0,0,0,1
14,0,89.0,4,17,4,1,2,3,0,0
74,1,78.3,3,11,4,2,1,0,0,1
2,1,258.0,9,2,4,1,0,0,5,1
0,1,79.0,5,8,4,0,1,3,0,1
12,0,81.0,2,23,4,4,0,3,0,1
4,2,133.0,2,28,4,2,2,0,3,1
94,1,146.7,7,8,4,2,2,0,3,1
159,2,94.25,9,28,4,2,0,0,0,0
38,1,157.14,11,6,4,3,2,3,0,0
1,1,135.0,12,31,4,1,0,0,0,1
2,0,89.0,5,9,4,0,1,3,0,1
22,3,109.25,9,17,4,3,1,0,0,1
46,2,86.4,11,23,4,1,0,0,0,1
21,0,95.0,4,28,3,1,0,0,0,1
150,1,126.9,9,16,4,2,1,0,0,1
95,1,119.85,6,10,4,2,2,0,0,1
349,0,96.67,10,4,3,5,1,0,0,0
168,0,96.8,10,4,3,4,0,0,0,0
106,1,91.89,7,13,3,3,0,0,0,1
19,0,96.0,12,16,4,2,0,0,0,1
0,0,97.0,3,5,4,1,0,3,0,1
40,0,68.0,11,26,3,2,2,0,0,1
0,0,135.0,10,18,4,0,1,0,0,1
23,0,89.0,6,23,4,1,0,3,0,0
149,0,106.25,6,28,4,5,2,0,0,0
127,0,80.0,4,28,3,3,1,0,0,1
42,0,85.05,11,24,3,2,0,0,0,1
27,1,131.44,6,29,4,4,1,3,0,1
102,0,101.34,12,26,4,3,1,0,1,0
44,0,207.9,4,29,4,2,1,0,5,0
27,1,120.12,5,18,4,1,0,0,3,1
17,0,65.0,4,21,2,2,0,0,0,1
115,0,92.12,6,26,4,2,2,0,1,0
152,0,113.9,8,19,4,3,2,0,3,0
20,0,88.4,12,22,4,3,1,0,0,1
255,0,122.83,9,20,4,4,0,0,3,0
40,0,107.1,4,1,4,2,1,3,0,0
21,1,64.22,2,11,4,3,0,0,3,1
0,1,110.0,9,30,2,2,0,0,3,1
63,1,72.9,3,11,4,2,1,0,0,1
4,1,155.0,9,21,4,0,1,0,3,1
55,0,63.0,3,13,3,0,2,0,0,1
12,0,79.2,5,25,3,1,0,3,0,1
98,1,132.3,10,10,4,3,1,0,3,1
8,0,66.0,1,14,2,1,0,0,0,1
61,1,152.1,9,25,4,1,2,0,0,0
93,0,105.0,5,11,3,3,0,1,0,1
7,1,116.0,4,7,4,2,0,0,3,1
95,3,132.3,10,6,4,2,0,0,3,1
46,0,74.8,3,18,3,2,2,0,1,1
35,1,89.1,6,21,4,1,0,3,0,0
48,2,158.4,10,17,4,1,1,0,3,1
0,2,98.0,8,9,4,0,2,0,0,1
37,0,131.4,6,4,4,1,1,0,3,0
11,0,90.0,8,21,4,2,1,0,0,1
268,1,105.25,8,6,4,1,1,0,1,0
41,0,105.3,4,12,4,3,0,0,0,1
34,0,71.1,3,14,4,3,1,3,0,1
9,0,110.0,5,26,0,1,0,0,3,1
7,3,126.0,9,19,4,2,2,0,0,1
2,2,182.0,2,19,4,1,0,0,5,1
92,0,150.3,8,22,4,3,1,0,3,0
37,1,117.6,3,24,4,3,0,0,0,1
69,0,82.45,3,13,4,3,2,0,3,1
223,2,89.25,10,4,4,0,2,0,0,1
9,0,103.05,9,2,4,4,0,0,0,1
41,1,107.0,3,27,3,1,2,1,0,1
28,1,91.63,10,18,4,3,0,3,0,1
44,1,140.4,5,18,4,2,0,0,3,1
217,1,124.2,5,24,4,2,0,0,0,0
45,1,124.6,7,2,4,1,2,3,0,0
47,2,98.1,12,4,3,0,2,0,0,1
21,1,90.1,12,6,4,5,2,0,0,1
31,0,116.1,3,26,4,1,1,3,0,0
1,0,79.0,1,20,4,2,0,3,0,1
43,0,85.5,10,19,3,2,0,0,0,1
179,0,111.6,8,31,4,2,0,0,0,0
87,0,132.3,10,6,4,3,0,0,3,0
76,1,82.45,3,29,4,5,2,0,0,1
13,3,128.5,8,19,4,2,0,3,0,1
111,1,122.1,5,4,4,4,0,0,4,1
18,0,109.0,3,19,4,1,1,0,0,0
131,1,101.15,7,11,4,4,1,0,0,1
8,0,171.0,2,22,4,3,1,0,5,0
2,1,0.0,9,28,4,1,0,3,0,1
1,0,75.0,3,8,2,3,0,0,3,1
123,0,113.55,5,13,4,2,2,0,0,0
252,2,148.58,12,28,4,9,2,0,1,0
8,1,99.0,5,25,4,1,0,3,0,1
24,1,108.08,9,10,4,3,1,0,0,1
147,1,138.55,7,7,4,3,1,0,3,0
6,0,89.0,6,13,4,0,1,3,0,1
4,1,65.0,2,15,2,1,1,0,0,1
4,1,151.0,7,14,4,1,0,0,0,1
7,1,146.67,10,29,4,1,2,0,0,1
78,0,274.2,12,29,3,3,1,0,6,1
47,1,79.2,11,11,4,2,1,3,0,0
10,0,79.75,1,30,4,6,2,3,0,1
10,1,110.08,9,5,4,4,2,0,3,1
18,1,107.65,10,16,4,3,2,0,3,1
141,1,103.5,7,14,4,3,0,3,0,1
218,0,69.33,8,13,4,1,1,0,0,0
55,0,60.0,11,17,3,4,0,0,3,1
33,0,123.82,10,2,4,3,2,1,3,0
99,0,187.85,5,19,4,3,2,0,5,1
50,0,109.8,8,29,4,1,1,0,0,1
5,1,159.0,9,19,4,0,1,0,0,1
152,1,76.58,5,7,4,2,2,0,0,1
0,0,75.0,9,21,3,2,1,0,3,1
10,2,176.0,7,20,4,2,0,0,3,1
91,1,135.9,9,3,4,2,2,0,0,1
56,0,97.23,11,10,4,3,1,0,0,1
47,1,94.5,9,23,4,2,0,0,0,1
39,0,67.5,2,15,4,1,1,3,0,0
0,1,117.05,10,15,4,1,0,0,0,1
98,1,140.0,12,17,4,2,2,0,3,1
109,1,143.7,8,5,4,2,1,0,3,1
5,0,65.0,9,9,2,2,0,0,0,1
6,0,152.0,10,1,4,1,1,0,3,1
155,1,130.5,8,1,4,1,1,0,0,0
0,1,73.9,1,6,4,1,0,0,0,1
28,1,115.03,4,17,4,1,2,0,0,0
2,0,79.6,1,3,4,2,2,0,3,1
89,0,76.5,7,27,4,1,1,0,0,0
64,1,71.83,3,22,3,4,0,0,0,1
42,0,63.0,3,21,3,2,1,0,0,0
41,0,76.5,7,3,3,1,2,0,0,1
35,1,97.4,12,2,4,2,2,0,0,1
34,0,168.3,8,10,4,1,0,0,3,0
196,1,99.45,8,1,4,5,2,0,3,1
48,1,6.0,10,19,4,3,1,0,1,1
94,0,80.75,5,13,3,2,1,0,0,1
17,1,90.0,8,27,4,3,2,0,0,1
0,0,79.0,1,19,4,2,0,0,0,1
113,0,126.65,5,18,4,4,1,3,0,0
102,1,132.6,5,5,4,3,1,0,3,1
68,1,89.93,4,2,4,3,2,0,0,1
1,1,90.33,1,17,4,4,2,0,0,1
34,1,87.32,10,29,4,3,0,0,0,1
78,1,82.45,3,31,4,4,2,0,0,1
4,0,162.0,9,2,4,3,2,0,3,1
31,0,71.33,2,28,3,1,2,0,0,1
29,1,130.68,7,18,4,3,1,0,0,1
59,1,126.0,10,16,4,2,2,0,0,1
85,2,104.4,10,25,4,4,0,0,3,1
33,1,81.9,3,15,4,4,0,0,0,1
1,1,211.0,4,29,4,2,1,0,5,1
130,2,125.51,6,28,4,5,1,0,0,1
20,0,6.0,1,4,1,2,1,0,4,1
5,0,58.0,12,14,3,3,1,0,0,1
104,1,88.01,7,2,4,1,2,0,0,1
3,1,130.0,6,28,4,2,0,0,0,1
7,0,110.0,10,27,0,3,1,0,3,1
9,2,0.0,9,11,1,0,1,0,6,1
13,0,92.0,10,31,4,4,1,3,0,0
35,0,99.0,9,26,4,0,1,3,0,0
38,0,67.5,2,11,4,3,2,3,0,0
64,1,111.9,6,27,4,2,1,0,0,1
61,0,121.5,7,23,4,4,2,0,0,0
20,1,104.0,11,25,4,1,0,0,0,1
44,1,99.1,6,19,4,0,1,0,0,1
39,1,72.2,2,28,4,2,2,3,0,1
100,0,102.34,12,26,4,4,1,0,0,0
131,0,36.25,8,15,4,1,2,1,0,0
41,2,130.9,12,2,4,2,2,0,3,1
3,0,156.0,8,24,4,1,1,0,5,1
50,0,74.0,2,24,3,3,0,0,0,1
4,1,95.13,8,14,4,6,2,3,0,1
5,1,153.0,8,15,4,1,1,3,5,1
2,0,72.0,2,10,2,2,0,0,0,1
27,1,91.0,2,20,4,1,1,0,0,0
0,0,88.94,10,11,4,0,2,0,0,1
53,1,122.4,6,18,4,4,2,0,3,0
70,0,95.0,4,12,3,4,0,0,1,1
13,1,85.0,11,15,4,1,2,3,0,1
18,1,145.0,9,9,4,2,1,0,1,1
0,0,0.0,10,15,4,0,0,1,3,1
94,0,55.96,7,14,4,7,2,0,0,0
26,0,88.0,12,5,4,2,1,3,0,1
52,0,76.5,10,23,3,2,2,3,0,1
77,2,86.4,11,23,4,1,0,0,0,1
214,0,92.65,10,4,4,4,0,3,0,0
28,1,90.0,4,6,2,1,0,0,3,1
30,1,135.9,9,15,4,2,0,0,0,0
16,2,140.0,10,29,4,1,2,0,0,1
199,0,85.5,8,28,4,0,1,3,0,0
40,0,96.3,10,11,3,3,0,0,3,1
145,1,131.7,7,3,4,1,2,0,3,1
105,3,102.83,11,12,4,5,2,0,0,1
0,0,106.28,9,15,4,1,0,3,0,1
97,0,112.6,9,8,3,3,2,0,0,1
57,2,202.5,10,12,4,2,0,1,3,1
77,2,112.5,4,25,4,1,1,0,0,1
15,1,114.0,3,4,4,2,0,0,0,0
29,2,104.5,9,1,4,2,0,3,0,1
14,0,43.5,11,5,3,3,1,0,0,1
34,0,78.3,2,12,4,2,1,0,0,1
6,0,104.0,10,9,3,0,2,0,0,1
96,3,118.8,10,8,4,1,1,0,0,1
18,0,75.0,1,26,4,5,0,0,0,1
98,0,116.1,5,7,4,1,0,3,0,0
